"peak_dt","flow","site_no"
1979-12-05,1410,14113000
1979-12-21,1370,14113000
1980-01-14,5780,14113000
1980-02-07,1860,14113000
1980-02-27,8190,14113000
1980-03-14,3040,14113000
1980-03-23,2240,14113000
1980-04-10,3150,14113000
1980-04-21,3820,14113000
1980-04-29,4040,14113000
1980-05-13,2770,14113000
1980-05-22,2350,14113000
1980-06-01,1680,14113000
1980-06-14,1700,14113000
1980-06-25,1370,14113000
1980-11-08,1550,14113000
1980-12-03,2000,14113000
1980-12-26,13000,14113000
1981-01-22,2020,14113000
1981-01-30,2100,14113000
1981-02-19,10900,14113000
1981-03-22,1400,14113000
1981-04-06,1160,14113000
1981-05-01,1860,14113000
1981-05-26,1400,14113000
1981-06-09,1660,14113000
1981-10-06,1360,14113000
1981-12-06,3190,14113000
1981-12-19,3680,14113000
1982-01-24,6640,14113000
1982-02-11,1430,14113000
1982-02-21,18900,14113000
1982-03-01,5190,14113000
1982-03-11,3800,14113000
1982-03-28,2180,14113000
1982-04-13,3290,14113000
1982-04-28,2750,14113000
1982-05-07,2700,14113000
1982-05-18,3290,14113000
1982-05-26,4010,14113000
1982-06-18,3190,14113000
1982-06-27,2550,14113000
1982-07-13,1610,14113000
1982-07-29,1260,14113000
1982-10-29,1220,14113000
1982-11-18,1290,14113000
1982-12-04,2300,14113000
1982-12-16,2930,14113000
1982-12-29,1340,14113000
1983-01-08,7050,14113000
1983-01-19,2530,14113000
1983-01-27,3450,14113000
1983-02-18,11600,14113000
1983-02-26,5680,14113000
1983-03-10,9310,14113000
1983-03-30,11700,14113000
1983-04-24,3110,14113000
1983-05-06,3390,14113000
1983-05-15,2710,14113000
1983-05-30,5030,14113000
1983-06-09,3050,14113000
1983-06-18,2230,14113000
1983-07-02,1800,14113000
1983-07-14,2090,14113000
1983-07-24,1420,14113000
1983-08-01,1320,14113000
1983-08-11,1190,14113000
1983-08-30,1280,14113000
1983-11-04,1740,14113000
1983-11-17,2390,14113000
1983-12-05,1250,14113000
1983-12-14,2550,14113000
1984-01-05,4830,14113000
1984-01-25,4320,14113000
1984-02-13,3990,14113000
1984-02-21,2600,14113000
1984-03-01,2020,14113000
1984-03-21,4250,14113000
1984-04-10,2230,14113000
1984-04-19,2430,14113000
1984-05-02,2460,14113000
1984-05-14,2550,14113000
1984-05-30,3050,14113000
1984-06-16,2480,14113000
1984-06-25,2310,14113000
1984-07-17,1360,14113000
1984-07-26,1190,14113000
1984-11-03,1320,14113000
1984-11-13,1440,14113000
1984-11-29,1550,14113000
1984-12-10,1180,14113000
1984-12-30,1390,14113000
1985-02-22,2410,14113000
1985-03-04,1460,14113000
1985-03-12,1230,14113000
1985-03-24,1800,14113000
1985-04-07,2260,14113000
1985-04-15,2710,14113000
1985-05-03,2010,14113000
1985-05-20,2620,14113000
1985-06-08,3610,14113000
1986-01-19,2300,14113000
1986-02-02,2790,14113000
1986-02-24,9660,14113000
1986-03-08,6650,14113000
1986-03-21,2810,14113000
1986-03-30,2970,14113000
1986-04-09,2330,14113000
1986-04-22,2050,14113000
1986-05-07,1510,14113000
1986-05-21,1790,14113000
1986-06-01,2720,14113000
1986-06-17,1190,14113000
1986-11-24,1470,14113000
1987-02-01,3280,14113000
1987-02-15,2030,14113000
1987-03-04,3910,14113000
1987-03-13,5630,14113000
1987-04-05,1860,14113000
1987-04-17,2090,14113000
1987-04-30,2970,14113000
1987-05-12,2610,14113000
1987-05-31,1370,14113000
1987-12-10,4120,14113000
1988-01-15,2560,14113000
1988-01-30,1400,14113000
1988-02-10,1900,14113000
1988-03-05,1370,14113000
1988-03-27,1770,14113000
1988-04-07,1990,14113000
1988-04-22,2570,14113000
1988-05-13,2370,14113000
1988-05-23,1900,14113000
1988-06-03,1460,14113000
1988-06-17,1310,14113000
1988-11-23,1190,14113000
1989-01-10,1680,14113000
1989-02-26,1190,14113000
1989-03-13,2880,14113000
1989-03-22,2320,14113000
1989-04-08,2650,14113000
1989-04-21,3240,14113000
1989-05-10,2770,14113000
1989-05-18,1910,14113000
1989-05-28,1400,14113000
1989-06-05,1970,14113000
1989-06-14,1580,14113000
1989-12-05,1930,14113000
1990-01-10,4080,14113000
1990-01-29,1490,14113000
1990-02-11,1720,14113000
1990-02-26,1270,14113000
1990-03-10,1480,14113000
1990-03-23,1710,14113000
1990-04-08,2050,14113000
1990-04-17,2520,14113000
1990-04-28,1830,14113000
1990-05-06,2040,14113000
1990-05-20,1370,14113000
1990-05-31,1770,14113000
1990-06-10,1740,14113000
1990-06-23,1480,14113000
1990-11-25,3020,14113000
1991-01-15,1660,14113000
1991-02-05,2020,14113000
1991-02-20,2100,14113000
1991-03-04,2490,14113000
1991-03-24,1170,14113000
1991-04-06,2190,14113000
1991-04-24,1620,14113000
1991-05-08,1720,14113000
1991-05-22,1810,14113000
1991-06-03,1470,14113000
1991-06-11,1490,14113000
1991-06-21,1400,14113000
1991-06-29,1330,14113000
1991-11-26,1250,14113000
1991-12-07,1290,14113000
1992-01-29,2010,14113000
1992-02-21,3320,14113000
1992-03-07,1810,14113000
1992-03-16,1600,14113000
1992-03-27,1250,14113000
1992-04-04,1380,14113000
1992-04-18,2190,14113000
1992-04-30,2000,14113000
1992-05-08,1660,14113000
1993-01-26,1850,14113000
1993-02-12,1200,14113000
1993-03-08,2000,14113000
1993-03-23,3660,14113000
1993-04-04,2950,14113000
1993-04-18,2090,14113000
1993-04-26,2070,14113000
1993-05-04,2260,14113000
1993-05-13,3400,14113000
1993-06-01,2150,14113000
1993-06-10,1600,14113000
1994-03-04,1870,14113000
1994-04-09,1250,14113000
1994-04-20,2110,14113000
1994-05-09,1860,14113000
1994-05-20,1250,14113000
1994-11-01,1790,14113000
1994-12-01,1910,14113000
1994-12-17,2390,14113000
1994-12-27,3200,14113000
1995-01-14,7160,14113000
1995-02-01,13600,14113000
1995-02-20,9450,14113000
1995-03-15,4640,14113000
1995-04-05,2310,14113000
1995-04-13,2590,14113000
1995-04-29,2870,14113000
1995-05-09,3360,14113000
1995-05-17,3280,14113000
1995-05-31,2920,14113000
1995-06-11,1950,14113000
1995-06-25,1690,14113000
1995-07-10,1670,14113000
1995-07-20,1250,14113000
1995-11-12,2390,14113000
1995-11-30,6900,14113000
1995-12-13,6750,14113000
1995-12-31,3660,14113000
1996-01-08,3920,14113000
1996-01-16,6910,14113000
1996-02-08,40000,14113000
1996-02-19,8800,14113000
1996-03-06,3100,14113000
1996-03-14,5200,14113000
1996-04-01,2850,14113000
1996-04-10,3240,14113000
1996-04-24,5680,14113000
1996-05-18,3190,14113000
1996-05-27,2590,14113000
1996-06-04,2550,14113000
1996-06-22,1650,14113000
1996-07-04,1670,14113000
1996-07-15,1460,14113000
1996-07-30,1270,14113000
1996-11-19,1180,14113000
1996-11-28,1670,14113000
1996-12-08,4010,14113000
1996-12-25,1700,14113000
1997-01-02,18600,14113000
1997-01-20,3080,14113000
1997-02-01,8910,14113000
1997-02-20,4270,14113000
1997-03-02,3570,14113000
1997-03-11,3820,14113000
1997-03-20,6810,14113000
1997-04-09,3150,14113000
1997-04-21,5900,14113000
1997-05-15,5680,14113000
1997-06-01,4190,14113000
1997-06-11,3030,14113000
1997-06-29,2020,14113000
1997-07-10,1980,14113000
1997-07-30,1350,14113000
1997-08-15,1200,14113000
1997-09-17,1320,14113000
1997-10-05,1800,14113000
1997-10-31,3590,14113000
1997-11-25,1490,14113000
1997-12-17,1930,14113000
1997-12-29,1280,14113000
1998-01-07,1440,14113000
1998-01-17,3880,14113000
1998-01-26,3460,14113000
