"peak_dt","flow","site_no"
1980-01-30,22,8289000
1980-02-08,25,8289000
1980-02-20,56,8289000
1980-02-29,45,8289000
1980-03-11,38,8289000
1980-03-22,49,8289000
1980-03-31,47,8289000
1980-04-11,163,8289000
1980-04-30,838,8289000
1980-05-08,1600,8289000
1980-05-21,942,8289000
1980-05-29,445,8289000
1980-06-09,255,8289000
1981-04-18,173,8289000
1981-04-30,108,8289000
1981-05-12,23,8289000
1981-05-20,83,8289000
1981-06-02,64,8289000
1981-09-24,25,8289000
1982-02-17,21,8289000
1982-03-03,32,8289000
1982-03-13,113,8289000
1982-03-29,85,8289000
1982-04-06,141,8289000
1982-04-19,405,8289000
1982-05-04,992,8289000
1982-05-22,425,8289000
1982-06-19,40,8289000
1982-08-17,33,8289000
1982-08-25,81,8289000
1982-09-14,47,8289000
1982-10-17,20,8289000
1982-10-27,41,8289000
1982-11-11,28,8289000
1982-11-23,23,8289000
1982-12-01,24,8289000
1982-12-09,25,8289000
1982-12-23,24,8289000
1983-01-08,24,8289000
1983-01-18,24,8289000
1983-01-30,26,8289000
1983-02-08,27,8289000
1983-02-19,34,8289000
1983-03-04,57,8289000
1983-03-15,122,8289000
1983-04-01,143,8289000
1983-04-13,77,8289000
1983-04-26,843,8289000
1983-05-10,867,8289000
1983-05-26,706,8289000
1983-06-10,178,8289000
1983-06-26,67,8289000
1983-11-26,20.2,8289000
1983-12-04,22.4,8289000
1983-12-18,21.8,8289000
1983-12-27,24.3,8289000
1984-01-05,24.8,8289000
1984-01-14,24.1,8289000
1984-01-27,25.6,8289000
1984-02-14,27.6,8289000
1984-02-26,26.8,8289000
1984-03-11,31.3,8289000
1984-03-22,56.7,8289000
1984-04-01,61,8289000
1984-04-09,139,8289000
1984-04-25,408,8289000
1984-05-13,942,8289000
1984-05-21,460,8289000
1984-06-06,157,8289000
1984-06-16,26.7,8289000
1984-07-02,24.5,8289000
1984-08-21,43.8,8289000
1984-10-22,25.3,8289000
1984-10-31,27.1,8289000
1984-11-13,26.5,8289000
1984-11-24,26.3,8289000
1984-12-09,25.3,8289000
1984-12-20,28.7,8289000
1984-12-29,38.4,8289000
1985-01-12,26.6,8289000
1985-01-22,24.1,8289000
1985-02-10,24.2,8289000
1985-02-21,39.4,8289000
1985-03-03,46.7,8289000
1985-03-12,447,8289000
1985-03-26,200,8289000
1985-04-18,1170,8289000
1985-05-06,1450,8289000
1985-05-18,539,8289000
1985-06-01,268,8289000
1985-06-26,34.1,8289000
1985-07-24,22.7,8289000
1985-08-05,29.4,8289000
1985-08-13,19.4,8289000
1985-09-21,36.3,8289000
1985-09-30,22.7,8289000
1985-10-12,70,8289000
1985-10-31,45.7,8289000
1985-11-18,30.1,8289000
1985-11-29,33.9,8289000
1985-12-09,31.2,8289000
1985-12-18,29.3,8289000
1985-12-31,28.6,8289000
1986-01-10,24.1,8289000
1986-01-21,25.2,8289000
1986-02-02,29.4,8289000
1986-02-16,31,8289000
1986-02-27,69.1,8289000
1986-03-09,85.7,8289000
1986-03-17,60.6,8289000
1986-04-01,395,8289000
1986-04-12,395,8289000
1986-04-24,500,8289000
1986-05-04,840,8289000
1986-05-13,285,8289000
1986-05-21,233,8289000
1986-06-04,208,8289000
1986-06-27,53,8289000
1986-07-08,26.2,8289000
1986-07-23,30.3,8289000
1986-08-02,20.1,8289000
1986-08-13,38.6,8289000
1986-08-26,21,8289000
1986-09-13,49.8,8289000
1986-10-04,49.4,8289000
1986-10-12,60.7,8289000
1986-10-21,101,8289000
1986-11-04,67.5,8289000
1986-11-12,51,8289000
1986-11-20,63,8289000
1986-12-06,48.4,8289000
1986-12-15,36.5,8289000
1986-12-28,30.1,8289000
1987-01-12,31,8289000
1987-01-20,30.2,8289000
1987-02-05,33.3,8289000
1987-02-14,49.7,8289000
1987-02-27,34.2,8289000
1987-03-14,158,8289000
1987-03-22,119,8289000
1987-04-04,194,8289000
1987-04-12,459,8289000
1987-04-20,855,8289000
1987-05-02,1030,8289000
1987-05-12,541,8289000
1987-05-24,239,8289000
1987-06-09,63.7,8289000
1987-08-25,23.5,8289000
1987-09-09,19.3,8289000
1987-11-02,37,8289000
1987-11-15,24,8289000
1987-12-05,24,8289000
1987-12-18,23,8289000
1988-01-06,21,8289000
1988-01-17,22,8289000
1988-02-03,23,8289000
1988-02-13,21,8289000
1988-02-22,21,8289000
1988-03-02,36,8289000
1988-03-10,31,8289000
1988-03-28,87,8289000
1988-04-16,333,8289000
1988-05-01,359,8289000
1988-05-13,121,8289000
1988-05-21,184,8289000
1988-06-12,38,8289000
1988-06-30,25,8289000
1988-08-05,287,8289000
1988-08-19,28,8289000
1988-08-28,82,8289000
1988-09-13,72,8289000
1988-09-23,27,8289000
1988-10-08,27,8289000
1988-10-18,20,8289000
1988-11-15,24,8289000
