"peak_dt","flow","site_no"
1980-04-30,32,9058500
1980-05-08,53,9058500
1980-05-16,23,9058500
1980-05-24,153,9058500
1980-06-01,98,9058500
1980-06-12,210,9058500
1980-06-21,127,9058500
1980-07-01,157,9058500
1980-07-26,18,9058500
1980-08-16,16,9058500
1980-08-26,8.1,9058500
1980-09-11,16,9058500
1981-04-19,9,9058500
1981-05-04,52,9058500
1981-05-21,15,9058500
1981-05-31,87,9058500
1981-06-08,191,9058500
1981-06-21,63,9058500
1981-07-03,74,9058500
1981-07-13,35,9058500
1981-07-27,14,9058500
1981-08-13,19,9058500
1981-08-23,12,9058500
1981-09-01,14,9058500
1981-09-10,15,9058500
1981-09-22,8.9,9058500
1981-10-08,16,9058500
1981-11-02,10,9058500
1981-11-16,7.7,9058500
1982-04-16,16,9058500
1982-04-27,19,9058500
1982-05-05,54,9058500
1982-05-24,69,9058500
1982-06-06,116,9058500
1982-06-18,152,9058500
1982-06-29,198,9058500
1982-07-13,105,9058500
1982-07-29,88,9058500
1982-08-14,37,9058500
1982-08-26,16,9058500
1982-09-06,11,9058500
1982-09-14,19,9058500
1982-10-02,14,9058500
1982-10-15,11,9058500
1982-10-27,9.1,9058500
1983-05-03,9.4,9058500
1983-05-12,34,9058500
1983-05-30,130,9058500
1983-06-19,314,9058500
1983-07-09,257,9058500
1983-07-22,115,9058500
1983-08-06,102,9058500
1983-08-15,36,9058500
1983-08-25,22,9058500
1983-09-04,12,9058500
1983-10-14,8.2,9058500
1984-04-18,8,9058500
1984-05-05,6.1,9058500
1984-05-16,164,9058500
1984-05-25,346,9058500
1984-06-07,91,9058500
1984-06-22,241,9058500
1984-07-01,289,9058500
1984-07-10,214,9058500
1984-07-24,144,9058500
1984-08-06,35,9058500
1984-08-21,136,9058500
1984-09-02,26,9058500
1984-09-17,17,9058500
1984-09-26,14,9058500
1984-10-06,24.9,9058500
1984-10-14,17.9,9058500
1984-10-25,12.7,9058500
1984-11-08,21,9058500
1984-11-19,8.74,9058500
1985-04-19,56,9058500
1985-05-05,122,9058500
1985-05-19,60,9058500
1985-05-29,175,9058500
1985-06-09,362,9058500
1985-06-21,154,9058500
1985-07-05,75,9058500
1985-07-13,58,9058500
1985-07-21,142,9058500
1985-07-30,32.1,9058500
1985-08-12,13.8,9058500
1985-09-05,6.6,9058500
1985-09-16,6.6,9058500
1985-09-29,9.5,9058500
1985-10-11,18,9058500
1985-11-01,10,9058500
1986-04-02,14,9058500
1986-04-14,11,9058500
1986-04-24,19,9058500
1986-05-05,78,9058500
1986-05-14,51,9058500
1986-05-29,170,9058500
1986-06-07,248,9058500
1986-06-17,189,9058500
1986-06-26,181,9058500
1986-07-05,174,9058500
1986-07-14,68,9058500
1986-07-23,44,9058500
1986-08-07,16,9058500
1986-08-22,12,9058500
1986-08-30,13,9058500
1986-09-12,26,9058500
1986-09-28,9.9,9058500
1986-10-08,14,9058500
1986-10-28,9.2,9058500
1986-11-18,6.5,9058500
1987-04-20,20,9058500
1987-05-01,74,9058500
1987-05-17,182,9058500
1987-06-09,147,9058500
1987-06-22,57,9058500
1987-06-30,40,9058500
1987-07-13,20,9058500
1987-07-28,27,9058500
1987-08-08,10,9058500
1987-08-26,15,9058500
1987-09-18,8.3,9058500
1988-04-08,12,9058500
1988-04-21,29,9058500
1988-05-01,29,9058500
1988-05-19,140,9058500
1988-06-05,250,9058500
1988-06-19,172,9058500
1988-06-29,170,9058500
1988-07-12,23,9058500
1988-07-27,8.8,9058500
1988-08-08,6.6,9058500
1989-03-31,7,9058500
1989-04-09,10,9058500
1989-04-23,64,9058500
1989-05-10,101,9058500
1989-05-21,118,9058500
1989-05-29,139,9058500
1989-06-08,74,9058500
1989-06-17,127,9058500
1989-06-29,46,9058500
1989-07-13,41,9058500
1989-07-29,62,9058500
1989-08-21,9.1,9058500
1990-04-23,39,9058500
1990-05-07,38,9058500
1990-05-15,20,9058500
1990-05-29,160,9058500
1990-06-06,275,9058500
1990-06-14,205,9058500
1990-06-24,117,9058500
