"peak_dt","flow","site_no"
1993-01-21,4.8,10336760
1993-03-18,9.8,10336760
1993-04-05,6.6,10336760
1993-04-13,8.6,10336760
1993-04-23,7.4,10336760
1993-05-04,9.5,10336760
1993-05-24,5.5,10336760
1993-06-05,5.7,10336760
1993-06-17,4.2,10336760
1993-10-01,4,10336760
1994-01-05,5,10336760
1994-04-23,3.7,10336760
1994-11-07,4.2,10336760
1995-01-14,5,10336760
1995-02-07,4,10336760
1995-03-02,4.2,10336760
1995-03-10,15,10336760
1995-03-19,10,10336760
1995-04-07,9.5,10336760
1995-04-21,7.3,10336760
1995-05-01,21,10336760
1995-05-09,15,10336760
1995-05-23,17,10336760
1995-06-02,13,10336760
1995-06-12,7.7,10336760
1995-06-26,5.1,10336760
1995-11-29,4.4,10336760
1995-12-13,18,10336760
1995-12-24,4.2,10336760
1996-01-01,4.8,10336760
1996-01-16,7.3,10336760
1996-01-26,4.4,10336760
1996-02-05,14,10336760
1996-02-20,11,10336760
1996-03-03,7.8,10336760
1996-03-19,12,10336760
1996-04-02,10,10336760
1996-04-16,16,10336760
1996-04-25,14,10336760
1996-05-07,10,10336760
1996-05-16,15,10336760
1996-05-30,6.8,10336760
1996-06-10,3.8,10336760
1996-06-18,4.1,10336760
1996-06-27,7.1,10336760
1996-07-14,4.2,10336760
1996-08-14,4.7,10336760
1996-09-05,4,10336760
1996-09-18,3.8,10336760
1996-10-26,6,10336760
1996-11-03,4,10336760
1996-11-11,4,10336760
1996-11-20,8.7,10336760
1996-12-03,4.5,10336760
1996-12-13,9.1,10336760
1996-12-24,5.5,10336760
1997-01-02,102,10336760
1997-01-15,7.5,10336760
1997-01-26,9.1,10336760
1997-02-16,8.3,10336760
1997-02-27,6.4,10336760
1997-03-13,8.5,10336760
1997-03-24,12,10336760
1997-04-04,9.4,10336760
1997-04-12,9.1,10336760
1997-04-21,15,10336760
1997-04-30,11,10336760
1997-05-19,8.9,10336760
1997-05-27,7.2,10336760
1997-06-04,7.6,10336760
1997-06-15,12,10336760
1997-06-30,4.4,10336760
1997-07-15,6,10336760
1997-07-28,5.1,10336760
1997-08-17,5.6,10336760
1997-09-02,6,10336760
1997-09-15,5.5,10336760
1997-10-03,7.2,10336760
1997-10-26,5.2,10336760
1997-11-13,5.5,10336760
1997-11-27,7.2,10336760
1997-12-07,5.4,10336760
1997-12-16,5.7,10336760
1998-01-04,5.9,10336760
1998-01-15,7.4,10336760
1998-02-03,6.5,10336760
1998-02-11,5.4,10336760
1998-02-21,5.8,10336760
1998-03-08,6,10336760
1998-03-24,39,10336760
1998-04-01,13,10336760
1998-04-11,11,10336760
1998-04-24,17,10336760
1998-05-06,16,10336760
1998-05-25,11,10336760
1998-06-02,11,10336760
1998-06-13,13,10336760
1998-06-26,7.7,10336760
1998-07-15,5.2,10336760
1998-07-27,4.9,10336760
1998-08-18,4.6,10336760
1998-08-30,4.4,10336760
1998-09-11,5.1,10336760
1998-09-27,7.3,10336760
1998-10-05,6.2,10336760
1998-10-26,6,10336760
1998-11-08,6.9,10336760
1998-11-18,7.4,10336760
1998-12-01,7.6,10336760
1998-12-17,6.1,10336760
1999-01-23,9,10336760
1999-02-10,8,10336760
1999-02-18,8.3,10336760
1999-03-04,9,10336760
1999-03-20,12,10336760
1999-04-11,10,10336760
1999-04-21,19,10336760
1999-05-09,19,10336760
1999-05-25,15,10336760
1999-06-05,15,10336760
1999-06-14,8.5,10336760
1999-07-07,5.4,10336760
1999-07-27,5.2,10336760
1999-08-11,5.3,10336760
1999-09-02,4.5,10336760
1999-09-10,5.1,10336760
1999-09-25,6,10336760
1999-10-06,5.3,10336760
1999-10-18,5.1,10336760
1999-10-31,5,10336760
1999-11-11,5.5,10336760
1999-12-02,6.5,10336760
1999-12-13,6.6,10336760
1999-12-26,6.1,10336760
2000-01-05,5.8,10336760
2000-01-16,6,10336760
2000-01-24,10,10336760
2000-02-02,6.6,10336760
2000-02-15,12,10336760
2000-02-28,7,10336760
2000-03-16,8.9,10336760
2000-03-28,8.4,10336760
2000-04-14,9.9,10336760
2000-04-26,8.4,10336760
2000-05-09,7.7,10336760
2000-05-25,6.4,10336760
2000-06-12,4.8,10336760
2000-06-22,4.4,10336760
2000-09-03,4.4,10336760
2000-09-24,4.2,10336760
2000-10-07,3.7,10336760
2000-10-28,4.4,10336760
2000-11-06,4.1,10336760
2000-11-22,4,10336760
2000-12-09,5.9,10336760
2000-12-21,4.4,10336760
2001-01-08,4.3,10336760
2001-01-19,4.4,10336760
2001-02-04,4.4,10336760
2001-02-18,4.5,10336760
2001-03-01,4.5,10336760
2001-03-09,5.2,10336760
2001-03-25,8.2,10336760
2001-04-15,6.1,10336760
2001-04-30,7.2,10336760
2001-05-19,3.8,10336760
2001-05-27,7.4,10336760
2001-06-04,5.1,10336760
2001-07-04,4.8,10336760
2001-07-17,3.7,10336760
2001-09-08,3.8,10336760
2001-11-17,3.91,10336760
2002-01-14,4.3,10336760
2002-01-23,3.8,10336760
2002-02-14,3.7,10336760
2002-02-22,7.85,10336760
2002-03-09,4.5,10336760
2002-03-25,4.48,10336760
2002-04-03,8.45,10336760
2002-04-11,6.94,10336760
2002-04-27,7.09,10336760
2002-05-07,5.76,10336760
2002-11-12,5.99,10336760
2003-01-30,3.8,10336760
2003-03-27,6.52,10336760
2003-04-11,6.04,10336760
2003-04-25,4.73,10336760
2003-05-08,4.73,10336760
2003-05-17,5.3,10336760
2003-05-29,3.95,10336760
2003-12-26,4.27,10336760
2004-03-22,11.5,10336760
2004-04-02,6.48,10336760
2004-04-23,4.43,10336760
2004-05-06,3.72,10336760
2004-10-21,4.58,10336760
2005-01-13,4.07,10336760
2005-02-04,3.72,10336760
2005-02-21,3.68,10336760
2005-03-14,7.47,10336760
2005-03-29,6.05,10336760
2005-04-08,6.5,10336760
2005-04-18,10.1,10336760
2005-05-06,9.31,10336760
2005-05-17,10.8,10336760
2005-05-27,7.76,10336760
2005-06-10,5.76,10336760
2005-06-18,4.36,10336760
2005-10-01,3.99,10336760
2005-11-08,3.77,10336760
2005-11-17,5.25,10336760
2005-12-03,6.33,10336760
2005-12-23,10.9,10336760
2005-12-31,36.7,10336760
2006-01-12,6.68,10336760
2006-01-22,6.05,10336760
2006-02-04,6.59,10336760
2006-02-15,5.94,10336760
2006-02-28,11.9,10336760
2006-03-10,6.3,10336760
2006-03-19,6.3,10336760
2006-03-27,6.98,10336760
2006-04-05,9.05,10336760
2006-04-22,12.4,10336760
2006-05-03,17.6,10336760
2006-05-23,11.8,10336760
2006-06-02,8.23,10336760
2006-06-10,7.33,10336760
