"peak_dt","flow","site_no"
1979-10-20,10,10243700
1980-01-14,9.6,10243700
1980-01-23,8.7,10243700
1980-02-19,11,10243700
1980-02-28,9.1,10243700
1980-03-11,9.7,10243700
1980-03-21,8.2,10243700
1980-04-11,8.2,10243700
1980-04-21,24,10243700
1980-04-30,21,10243700
1980-05-11,41,10243700
1980-05-23,62,10243700
1980-06-02,34,10243700
1980-06-12,53,10243700
1980-07-01,24,10243700
1980-07-19,15,10243700
1980-08-19,11,10243700
1980-08-29,10,10243700
1980-09-07,15,10243700
1980-10-01,9.8,10243700
1980-10-15,9.8,10243700
1980-10-27,9.5,10243700
1980-11-12,10,10243700
1980-11-28,8.6,10243700
1981-04-18,11,10243700
1981-05-03,19,10243700
1981-05-15,14,10243700
1981-05-30,22,10243700
1981-06-27,8.8,10243700
1982-12-04,15,10243700
1983-01-01,12,10243700
1983-01-17,10,10243700
1983-01-29,10,10243700
1983-02-06,9.5,10243700
1983-02-18,11,10243700
1983-02-27,14,10243700
1983-03-09,18,10243700
1983-04-03,18,10243700
1983-04-14,22,10243700
1983-04-24,40,10243700
1983-05-12,46,10243700
1983-05-30,280,10243700
1983-09-14,16,10243700
1983-09-30,18,10243700
1983-10-10,17,10243700
1983-11-07,15,10243700
1983-11-23,14,10243700
1983-12-01,14,10243700
1983-12-25,13,10243700
1984-01-07,12,10243700
1984-01-16,13,10243700
1984-01-26,13,10243700
1984-02-13,15,10243700
1984-03-05,14,10243700
1984-03-14,16,10243700
1984-03-26,19,10243700
1984-04-08,21,10243700
1984-04-16,41,10243700
1984-04-24,44,10243700
1984-05-06,42,10243700
1984-05-14,139,10243700
1984-05-24,105,10243700
1984-06-01,64,10243700
1984-06-18,30,10243700
1984-06-27,26,10243700
1984-07-21,18,10243700
1984-07-29,19,10243700
1984-08-14,16,10243700
1984-08-23,18,10243700
1984-09-12,19,10243700
1984-09-21,16,10243700
1984-10-02,17,10243700
1984-10-26,24,10243700
1984-11-08,17,10243700
1984-11-28,15,10243700
1984-12-18,13,10243700
1985-01-13,11,10243700
1985-01-23,10,10243700
1985-02-03,12,10243700
1985-02-17,9.3,10243700
1985-02-26,11,10243700
1985-03-22,14,10243700
1985-03-31,14,10243700
1985-04-15,29,10243700
1985-05-10,25,10243700
1985-05-20,19,10243700
1985-07-11,12,10243700
1985-07-22,17,10243700
1985-08-14,8.8,10243700
1985-08-27,8.6,10243700
1985-09-04,9.1,10243700
1985-09-18,10,10243700
1985-09-26,8.3,10243700
1985-10-07,12,10243700
1985-10-18,8.4,10243700
1985-11-02,7.9,10243700
1985-11-11,9,10243700
1985-11-20,8.7,10243700
1985-12-02,9.6,10243700
1985-12-13,8.1,10243700
1986-01-13,7.9,10243700
1986-01-21,8.4,10243700
1986-01-29,8.5,10243700
1986-02-08,8,10243700
1986-02-25,10,10243700
1986-03-05,14,10243700
1986-04-01,24,10243700
1986-04-23,26,10243700
1986-05-04,33,10243700
1986-05-21,33,10243700
1986-07-16,12,10243700
1986-08-10,9.6,10243700
1986-08-20,9.6,10243700
1986-08-29,9.8,10243700
1986-09-09,8.8,10243700
1986-09-21,11,10243700
1986-10-02,11,10243700
1986-10-19,11,10243700
1986-11-20,10,10243700
1986-11-30,9.6,10243700
1986-12-19,10,10243700
1986-12-27,10,10243700
1987-01-05,9.6,10243700
1987-01-26,11,10243700
1987-02-13,8.3,10243700
1987-02-23,8.5,10243700
1987-03-15,9.2,10243700
1987-03-29,9.4,10243700
1987-04-09,13,10243700
1987-04-17,18,10243700
1987-04-30,23,10243700
1987-05-18,17,10243700
1987-06-06,14,10243700
1987-06-15,11,10243700
1987-06-28,12,10243700
1987-07-21,13,10243700
1987-08-09,16,10243700
1990-05-30,8.3,10243700
1990-06-11,11,10243700
1991-05-18,8.1,10243700
1991-05-27,14,10243700
1991-06-05,40,10243700
1991-06-13,38,10243700
1991-07-09,8.5,10243700
1992-04-18,7.9,10243700
1992-05-01,9.5,10243700
1992-05-09,9.1,10243700
1992-05-26,7.9,10243700
1993-03-11,9.7,10243700
1993-03-24,16,10243700
1993-04-11,9,10243700
1993-04-23,10,10243700
1993-05-04,18,10243700
1993-05-22,45,10243700
1993-06-15,17,10243700
1993-07-13,8.8,10243700
1993-07-26,8.7,10243700
1994-04-25,9.5,10243700
1994-05-07,9.8,10243700
1994-05-15,15,10243700
1994-05-31,11,10243700
1995-01-18,8.8,10243700
1995-02-15,8,10243700
1995-02-25,9,10243700
1995-03-11,16,10243700
1995-03-19,14,10243700
1995-04-08,11,10243700
1995-04-23,11,10243700
1995-05-02,24,10243700
1995-05-12,22,10243700
1995-05-25,48,10243700
1995-06-06,102,10243700
1995-06-14,107,10243700
1995-06-26,61,10243700
1995-08-20,12,10243700
1995-09-01,11,10243700
1995-09-18,9.3,10243700
1995-09-26,8.9,10243700
1995-10-04,8.6,10243700
1995-10-13,8.3,10243700
1995-10-24,8.2,10243700
1995-11-10,7.9,10243700
1995-11-23,7.9,10243700
1995-12-01,8,10243700
1995-12-11,8.2,10243700
1996-02-20,8.1,10243700
1996-03-06,8.2,10243700
1996-03-15,11,10243700
1996-04-02,9.6,10243700
1996-04-10,12,10243700
1996-04-27,13,10243700
1996-05-08,17,10243700
1996-05-16,20,10243700
1996-05-25,15,10243700
1996-06-06,14,10243700
1996-06-30,8.5,10243700
1996-07-08,8,10243700
1996-07-16,8,10243700
1996-11-22,10,10243700
1997-01-07,8.5,10243700
1997-03-24,11,10243700
1997-04-02,11,10243700
1997-04-10,9.4,10243700
1997-04-28,14,10243700
1997-05-06,15,10243700
1997-05-17,23,10243700
1997-06-18,15,10243700
1997-07-22,11,10243700
1997-08-14,9.7,10243700
1997-08-25,9.5,10243700
1997-09-03,9.7,10243700
1997-09-19,9.5,10243700
1997-10-02,8.5,10243700
1997-10-11,8.4,10243700
1997-11-11,7.9,10243700
1997-11-26,8,10243700
1998-02-24,7.9,10243700
1998-03-06,7.9,10243700
1998-03-16,11,10243700
1998-03-24,16,10243700
1998-04-06,11,10243700
1998-04-24,21,10243700
1998-05-04,35,10243700
1998-05-21,30,10243700
1998-06-03,58,10243700
1998-06-16,62,10243700
1998-07-23,19,10243700
1998-08-10,14,10243700
1998-08-31,12,10243700
1998-09-11,14,10243700
1998-09-20,9.5,10243700
1998-09-30,10,10243700
1998-10-15,9.7,10243700
1998-10-27,10,10243700
1998-11-10,10,10243700
1998-11-28,8.4,10243700
1998-12-08,9.7,10243700
1998-12-18,8.8,10243700
1998-12-27,11,10243700
1999-01-04,11,10243700
1999-01-12,9.2,10243700
1999-01-25,12,10243700
1999-02-09,10,10243700
1999-02-22,10,10243700
1999-03-04,9,10243700
1999-03-12,9.4,10243700
1999-03-21,9.1,10243700
1999-04-01,9.2,10243700
1999-04-13,9.1,10243700
1999-04-22,12,10243700
1999-05-03,13,10243700
1999-05-16,19,10243700
1999-05-27,31,10243700
1999-06-10,39,10243700
1999-07-08,20,10243700
1999-08-10,10,10243700
1999-08-20,12,10243700
1999-08-30,11,10243700
1999-09-10,9.2,10243700
1999-09-19,9.4,10243700
1999-09-28,8.5,10243700
1999-10-06,8.5,10243700
1999-10-17,8.3,10243700
1999-11-10,7.9,10243700
1999-11-24,8.8,10243700
1999-12-03,8.8,10243700
1999-12-16,9.2,10243700
1999-12-25,9.5,10243700
2000-01-08,9.9,10243700
2000-01-18,9.6,10243700
2000-02-02,8.7,10243700
2000-02-14,8.4,10243700
2000-03-05,8.4,10243700
2000-03-15,8.8,10243700
2000-03-27,9.8,10243700
2000-04-09,11,10243700
2000-04-18,10,10243700
2000-04-29,14,10243700
2000-05-08,18,10243700
2000-05-17,12,10243700
2000-05-31,18,10243700
2000-06-18,9.6,10243700
2000-06-29,9.6,10243700
2000-07-14,8.4,10243700
2000-08-30,9.1,10243700
2000-09-23,8.3,10243700
2000-10-24,8.9,10243700
2000-11-01,7.9,10243700
2001-03-28,14,10243700
2001-04-07,12,10243700
2001-04-19,19,10243700
2001-05-02,30,10243700
2001-05-17,37,10243700
2001-06-13,10,10243700
2001-06-26,8.1,10243700
2001-07-06,11,10243700
2002-03-15,8,10243700
2002-04-06,8.4,10243700
2002-04-15,9.7,10243700
2002-04-27,9,10243700
2002-05-09,10,10243700
2002-05-21,12.4,10243700
2002-06-01,11,10243700
2002-06-10,9.91,10243700
2003-04-15,8.11,10243700
2003-04-24,8.98,10243700
2003-05-04,8.72,10243700
2003-05-17,13.7,10243700
2003-05-31,26.3,10243700
2004-03-24,9.49,10243700
2004-04-03,10.3,10243700
2004-04-14,9.47,10243700
2004-04-29,9.85,10243700
2004-05-07,14.3,10243700
2004-05-29,9.66,10243700
2004-06-10,9.07,10243700
2004-10-27,8.95,10243700
2004-11-08,8.22,10243700
2005-01-26,10.2,10243700
2005-02-06,7.93,10243700
2005-02-23,8.89,10243700
2005-03-13,17.2,10243700
2005-03-28,11.6,10243700
2005-04-08,15.8,10243700
2005-04-19,30.2,10243700
2005-04-28,31.3,10243700
2005-05-06,45.6,10243700
2005-05-24,139,10243700
2005-06-02,110,10243700
2005-06-18,71.3,10243700
2005-08-01,17.2,10243700
2005-08-09,15,10243700
2005-08-30,12.4,10243700
2005-09-11,12,10243700
2005-09-21,13.3,10243700
2005-10-03,11.5,10243700
2005-10-18,11.7,10243700
2005-10-29,12.2,10243700
2005-11-11,12.3,10243700
2005-11-27,11.5,10243700
2005-12-13,10.6,10243700
2005-12-23,11.6,10243700
2005-12-31,11,10243700
2006-01-18,10.6,10243700
2006-02-02,11.3,10243700
2006-02-14,10.4,10243700
2006-02-28,10.9,10243700
2006-03-09,9.8,10243700
2006-03-18,10.2,10243700
2006-03-29,13.7,10243700
2006-04-10,18.7,10243700
2006-04-23,25,10243700
2006-05-04,47.1,10243700
2006-05-18,50.9,10243700
2006-06-09,23.3,10243700
2006-06-28,13.3,10243700
2006-07-06,12.7,10243700
2006-07-19,11.1,10243700
2006-08-01,11.3,10243700
2006-08-18,8.95,10243700
2006-08-26,8.25,10243700
2006-09-15,7.96,10243700
2006-09-23,7.85,10243700
2006-10-02,8.45,10243700
2006-10-10,9.27,10243700
2006-10-21,8.4,10243700
2006-11-01,8.44,10243700
2006-11-16,8.68,10243700
2006-11-27,8.54,10243700
2007-01-04,7.85,10243700
2007-02-13,8.76,10243700
2007-02-26,8.96,10243700
2007-03-08,8.57,10243700
2007-03-21,9.05,10243700
2007-05-04,16.5,10243700
2007-05-16,17.4,10243700
2007-05-30,11.5,10243700
2007-07-16,8.22,10243700
2007-08-02,10.5,10243700
2007-08-17,9.51,10243700
2007-09-22,9.16,10243700
2008-02-12,8.24,10243700
2008-03-01,9.01,10243700
2008-03-12,10.8,10243700
2008-03-27,14.4,10243700
2008-04-10,8.43,10243700
2008-04-30,10.4,10243700
2008-05-11,10,10243700
2008-05-21,15,10243700
2008-06-05,10.3,10243700
2008-06-16,8.5,10243700
2009-02-25,8.87,10243700
2009-03-22,8.78,10243700
2009-04-14,8.33,10243700
2009-04-24,16.7,10243700
2009-05-08,28.2,10243700
2009-05-20,24.8,10243700
2009-06-20,13.5,10243700
2009-07-02,10.8,10243700
2009-07-11,8.34,10243700
2009-07-25,7.96,10243700
2010-03-31,7.83,10243700
2010-04-12,12,10243700
2010-04-21,21,10243700
2010-05-09,16.8,10243700
2010-05-19,21,10243700
2010-06-07,61.9,10243700
2010-07-17,9.82,10243700
2010-07-27,9.49,10243700
2010-10-25,9,10243700
2010-11-30,8.06,10243700
2010-12-20,16.6,10243700
2010-12-30,9.97,10243700
2011-01-08,8.78,10243700
2011-01-17,20.6,10243700
2011-02-05,10.5,10243700
2011-02-15,9.6,10243700
2011-02-26,9.18,10243700
2011-03-08,10.3,10243700
2011-03-17,17,10243700
2011-03-26,11.6,10243700
2011-04-03,34.6,10243700
2011-04-19,43.7,10243700
2011-05-09,57.2,10243700
2011-05-31,66.4,10243700
2011-06-15,70,10243700
2011-06-24,64.1,10243700
2011-07-03,48.8,10243700
2011-07-23,21.5,10243700
2011-08-02,18.1,10243700
2011-08-16,12.8,10243700
2011-08-26,12.1,10243700
2011-09-06,12.8,10243700
2011-09-16,14,10243700
2011-09-26,12.1,10243700
2011-10-04,15.2,10243700
2011-10-25,11.9,10243700
2011-11-04,11.3,10243700
2011-11-27,10.5,10243700
2011-12-08,10.2,10243700
2011-12-17,10.6,10243700
2011-12-28,9.79,10243700
2012-01-05,9.19,10243700
2012-01-13,10.2,10243700
2012-01-21,9.4,10243700
2012-02-13,9.06,10243700
2012-02-22,8.75,10243700
2012-03-05,8.55,10243700
2012-03-16,8.56,10243700
2012-03-26,8.69,10243700
2012-04-04,9.12,10243700
2012-04-12,9.52,10243700
2012-04-26,12.4,10243700
2012-05-15,10,10243700
2012-05-27,9.82,10243700
2012-06-06,8.67,10243700
2012-07-16,9.59,10243700
2012-09-11,8.33,10243700
2013-05-01,9.47,10243700
2013-05-17,10.4,10243700
2013-05-28,9.05,10243700
2013-09-03,8.54,10243700
2013-09-12,10.1,10243700
2014-04-26,10.6,10243700
2014-05-08,10.6,10243700
2014-05-21,11.5,10243700
2014-05-29,11,10243700
2015-05-19,7.99,10243700
2015-06-02,13.6,10243700
2015-06-10,11.2,10243700
2016-03-06,7.91,10243700
2016-04-10,10.1,10243700
2016-04-28,12.1,10243700
2016-05-16,21.2,10243700
2016-06-07,19.7,10243700
2016-06-29,10.1,10243700
2016-07-11,7.92,10243700
