"peak_dt","flow","site_no"
1987-11-19,2.4,10353750
1988-03-08,2.2,10353750
1988-03-16,2.1,10353750
1988-03-26,2.7,10353750
1988-04-07,2.9,10353750
1988-04-17,4.6,10353750
1988-04-28,2.6,10353750
1988-05-17,2.5,10353750
1988-05-30,3.6,10353750
1989-03-09,3.2,10353750
1989-03-29,2.5,10353750
1989-04-08,3.9,10353750
1989-04-17,4.3,10353750
1989-04-30,3.6,10353750
1989-05-10,11,10353750
1989-05-20,6.8,10353750
1989-06-05,5.3,10353750
1989-06-17,5,10353750
1990-03-22,2.8,10353750
1990-04-03,2.4,10353750
1990-04-24,2.9,10353750
1990-05-02,2.4,10353750
1990-05-13,2.2,10353750
1990-05-21,2.1,10353750
1990-06-01,3.2,10353750
1991-03-04,2.5,10353750
1991-04-06,3.5,10353750
1991-04-14,2.1,10353750
1991-04-22,2.7,10353750
1991-05-08,3.2,10353750
1991-05-16,3.2,10353750
1991-05-25,8.4,10353750
1991-06-06,8.8,10353750
1991-06-17,7.5,10353750
1991-06-26,4.1,10353750
1992-02-20,2.3,10353750
1992-02-28,2.1,10353750
1992-03-13,2.4,10353750
1992-03-21,2.2,10353750
1992-03-30,3.2,10353750
1992-04-08,2.2,10353750
1992-04-17,2.5,10353750
1992-04-25,2.2,10353750
1993-03-17,9.2,10353750
1993-03-28,5.8,10353750
1993-04-07,5.4,10353750
1993-04-22,4.9,10353750
1993-05-03,6.7,10353750
1993-05-13,7.5,10353750
1993-05-22,18,10353750
1993-08-07,3.2,10353750
1993-08-15,3.1,10353750
1993-09-13,2.1,10353750
1993-10-15,2.2,10353750
1993-11-14,2.5,10353750
1994-04-17,2.3,10353750
1994-04-30,2.1,10353750
1994-05-08,2.5,10353750
1994-05-20,2.9,10353750
1994-05-31,2.5,10353750
1994-06-09,2.2,10353750
1995-01-31,3.1,10353750
1995-03-11,4.5,10353750
1995-03-20,3.9,10353750
1995-04-01,2.9,10353750
1995-04-13,4.3,10353750
1995-05-02,12,10353750
1995-05-11,16,10353750
1995-05-25,24,10353750
1995-06-05,47,10353750
1995-06-15,25,10353750
1995-06-27,20,10353750
1995-08-05,5.5,10353750
1995-08-13,4.4,10353750
1995-08-23,4,10353750
1995-09-03,3,10353750
1995-09-17,2.3,10353750
1995-09-29,3,10353750
1995-10-12,3.6,10353750
1995-10-20,2.6,10353750
1995-11-28,2.1,10353750
1995-12-12,3.2,10353750
1995-12-30,3.4,10353750
1996-01-09,2.7,10353750
1996-01-24,2.1,10353750
1996-02-05,4.1,10353750
1996-02-17,2.9,10353750
1996-02-27,2.2,10353750
1996-03-10,3,10353750
1996-03-22,3.5,10353750
1996-04-01,6.1,10353750
