"peak_dt","flow","site_no"
1992-11-18,296,13305310
1992-11-30,292,13305310
1992-12-09,284,13305310
1992-12-18,253,13305310
1992-12-29,276,13305310
1993-01-15,250,13305310
1993-01-25,237,13305310
1993-02-11,240,13305310
1993-03-09,265,13305310
1993-03-27,334,13305310
1993-04-05,306,13305310
1993-05-22,663,13305310
1993-06-04,406,13305310
1993-06-12,656,13305310
1993-06-22,906,13305310
1993-07-03,584,13305310
1993-07-27,476,13305310
1993-08-22,308,13305310
1993-10-11,265,13305310
1993-10-22,351,13305310
1993-11-04,406,13305310
1993-11-16,320,13305310
1993-12-02,295,13305310
1993-12-15,307,13305310
1993-12-31,283,13305310
1994-01-09,276,13305310
1994-01-26,273,13305310
1994-02-11,268,13305310
1994-02-22,243,13305310
1994-03-04,350,13305310
1994-03-16,309,13305310
1994-03-27,260,13305310
1994-04-04,284,13305310
1994-05-28,333,13305310
1994-11-02,269,13305310
1994-11-10,243,13305310
1994-12-04,232,13305310
1994-12-17,232,13305310
1995-01-11,277,13305310
1995-02-02,612,13305310
1995-02-21,401,13305310
1995-03-11,334,13305310
1995-03-19,234,13305310
1995-05-07,496,13305310
1995-05-22,323,13305310
1995-06-06,2610,13305310
1995-06-19,1940,13305310
1995-06-28,1780,13305310
1995-07-10,1310,13305310
1995-07-22,575,13305310
1995-07-30,335,13305310
1995-10-10,360,13305310
1995-10-18,423,13305310
1995-11-12,456,13305310
1995-11-23,395,13305310
1995-12-02,439,13305310
1995-12-13,456,13305310
1995-12-21,310,13305310
1995-12-30,346,13305310
1996-01-15,324,13305310
1996-01-24,290,13305310
1996-02-09,1300,13305310
1996-02-19,349,13305310
1996-03-10,639,13305310
1996-03-22,394,13305310
1996-04-02,359,13305310
1996-04-10,573,13305310
1996-04-25,339,13305310
1996-05-18,606,13305310
1996-05-30,550,13305310
1996-06-10,1760,13305310
1996-06-22,774,13305310
1996-07-03,554,13305310
1996-07-13,245,13305310
1996-10-19,309,13305310
1996-10-31,354,13305310
1996-11-09,340,13305310
1996-11-20,411,13305310
1996-11-28,308,13305310
1996-12-10,325,13305310
1996-12-24,303,13305310
1997-01-02,622,13305310
1997-01-10,333,13305310
1997-01-19,300,13305310
1997-02-01,334,13305310
1997-02-18,324,13305310
1997-02-27,305,13305310
1997-03-11,752,13305310
1997-03-20,652,13305310
1997-03-31,367,13305310
1997-04-09,308,13305310
1997-04-21,425,13305310
1997-04-29,502,13305310
1997-05-18,898,13305310
1997-06-08,2110,13305310
1997-06-18,1620,13305310
1997-07-01,842,13305310
1997-07-19,274,13305310
1997-08-06,281,13305310
1997-10-11,498,13305310
1997-10-31,416,13305310
1997-11-08,423,13305310
1997-11-25,379,13305310
1997-12-07,300,13305310
1997-12-18,332,13305310
1998-01-02,334,13305310
1998-01-19,320,13305310
1998-01-27,322,13305310
1998-02-05,324,13305310
1998-02-13,312,13305310
1998-02-22,317,13305310
1998-03-02,309,13305310
1998-03-24,758,13305310
1998-04-06,439,13305310
1998-04-16,511,13305310
1998-04-25,621,13305310
1998-05-03,711,13305310
1998-05-14,441,13305310
1998-05-23,617,13305310
1998-06-03,789,13305310
1998-06-17,1090,13305310
1998-06-26,1720,13305310
1998-07-04,1390,13305310
1998-07-29,326,13305310
1998-09-21,248,13305310
1998-09-29,260,13305310
1998-10-08,337,13305310
1998-10-18,382,13305310
1998-10-28,357,13305310
1998-11-07,430,13305310
1998-11-15,418,13305310
1998-11-24,421,13305310
1998-12-03,404,13305310
1998-12-17,341,13305310
1999-01-01,311,13305310
1999-01-11,324,13305310
1999-01-21,326,13305310
1999-02-08,310,13305310
1999-02-17,302,13305310
1999-03-01,372,13305310
1999-03-10,325,13305310
1999-03-22,485,13305310
1999-04-03,319,13305310
1999-04-20,337,13305310
1999-06-03,1200,13305310
1999-06-18,1580,13305310
1999-10-22,242,13305310
1999-11-06,318,13305310
1999-11-14,299,13305310
1999-11-26,381,13305310
1999-12-13,297,13305310
1999-12-21,317,13305310
2000-10-14,356,13305310
2000-10-22,276,13305310
2000-11-05,320,13305310
2000-11-15,260,13305310
2000-11-30,282,13305310
2000-12-09,260,13305310
2001-01-19,240,13305310
2001-02-17,250,13305310
2001-03-10,267,13305310
2001-03-20,317,13305310
2001-06-04,242,13305310
2001-10-24,257,13305310
2001-11-01,268,13305310
2001-11-10,241,13305310
2001-11-20,270,13305310
2001-12-03,250,13305310
2002-03-12,231,13305310
2002-03-24,264,13305310
2002-06-02,694,13305310
2002-06-10,380,13305310
2002-06-19,335,13305310
2002-06-27,303,13305310
2002-11-15,274,13305310
2002-11-23,283,13305310
2002-12-05,258,13305310
2002-12-15,264,13305310
2003-02-01,356,13305310
2003-02-22,236,13305310
2003-03-13,610,13305310
2003-03-23,251,13305310
2003-05-31,1290,13305310
2003-06-10,350,13305310
2003-11-06,258,13305310
2003-11-16,236,13305310
2003-12-07,239,13305310
2004-06-11,295,13305310
2004-10-29,286,13305310
2004-11-16,276,13305310
2004-11-25,254,13305310
2004-12-12,239,13305310
2004-12-20,233,13305310
2005-05-24,403,13305310
2005-06-01,571,13305310
2005-06-12,429,13305310
2005-06-23,617,13305310
2005-11-08,251,13305310
2005-11-17,268,13305310
