"peak_dt","flow","site_no"
1979-10-20,8.4,13078000
1979-10-30,9.9,13078000
1979-11-07,8.6,13078000
1979-12-10,10,13078000
1979-12-21,11,13078000
1980-01-03,11,13078000
1980-01-14,1210,13078000
1980-02-07,29,13078000
1980-02-16,153,13078000
1980-02-29,46,13078000
1980-03-21,20,13078000
1980-03-31,37,13078000
1980-04-16,35,13078000
1980-04-25,74,13078000
1980-05-12,153,13078000
1980-05-25,193,13078000
1980-06-06,284,13078000
1980-06-15,159,13078000
1980-07-21,16,13078000
1980-07-29,11,13078000
1980-08-06,8.8,13078000
1980-08-20,9,13078000
1980-09-11,12,13078000
1980-09-24,8.9,13078000
1980-10-07,9.6,13078000
1980-10-16,14,13078000
1980-10-26,10,13078000
1980-11-03,12,13078000
1980-11-12,12,13078000
1980-11-22,11,13078000
1980-12-04,15,13078000
1980-12-18,15,13078000
1980-12-27,19,13078000
1981-01-04,17,13078000
1981-01-15,12,13078000
1981-01-27,14,13078000
1981-02-04,13,13078000
1981-02-16,19,13078000
1981-02-27,15,13078000
1981-03-20,11,13078000
1981-03-28,11,13078000
1981-04-15,14,13078000
1981-04-27,13,13078000
1981-05-07,12,13078000
1981-05-20,11,13078000
1981-05-29,13,13078000
1981-06-13,11,13078000
1981-11-24,9,13078000
1981-12-02,9,13078000
1981-12-14,11,13078000
1981-12-30,11,13078000
1982-01-18,9.8,13078000
1982-01-26,11,13078000
1982-02-16,240,13078000
1982-03-03,37,13078000
1982-03-15,46,13078000
1982-03-29,47,13078000
1982-04-06,34,13078000
1982-04-15,56,13078000
1982-04-29,70,13078000
1982-05-13,58,13078000
1982-05-27,81,13078000
1982-06-08,40,13078000
1982-06-26,24,13078000
1982-07-06,18,13078000
1982-07-22,13,13078000
1982-08-03,12,13078000
1982-09-17,13,13078000
1982-09-26,22,13078000
1982-10-09,14,13078000
1982-10-22,14,13078000
1982-11-01,18,13078000
1982-11-19,15,13078000
1982-11-29,14,13078000
1982-12-15,12,13078000
1983-01-07,35,13078000
1983-01-15,16,13078000
1983-01-27,18,13078000
1983-02-10,16,13078000
1983-02-19,74,13078000
1983-03-02,41,13078000
1983-03-15,90,13078000
1983-03-24,52,13078000
1983-04-02,55,13078000
1983-04-26,130,13078000
1983-05-11,147,13078000
1983-05-30,240,13078000
1983-06-12,279,13078000
1983-06-27,92,13078000
1983-07-10,76,13078000
1983-07-19,26,13078000
1983-08-02,24,13078000
1983-08-21,33,13078000
1983-09-03,12,13078000
1983-09-21,12,13078000
1983-10-04,19,13078000
1983-10-14,18,13078000
1983-10-26,25,13078000
1983-11-13,25,13078000
1983-11-25,29,13078000
1983-12-03,29,13078000
1983-12-12,35,13078000
1983-12-27,27,13078000
1984-01-06,33,13078000
1984-01-17,25,13078000
1984-01-26,47,13078000
1984-02-05,26,13078000
1984-02-14,279,13078000
1984-02-22,47,13078000
1984-03-09,214,13078000
1984-03-24,99,13078000
1984-04-07,94,13078000
1984-04-18,335,13078000
1984-05-04,360,13078000
1984-05-15,620,13078000
1984-12-15,23,13078000
1984-12-23,24,13078000
1985-01-07,26,13078000
1985-01-20,29,13078000
1985-01-28,32,13078000
1985-02-11,25,13078000
1985-02-20,46,13078000
1985-03-01,32,13078000
1985-03-12,67,13078000
1985-03-20,76,13078000
1985-04-07,139,13078000
1985-04-22,68,13078000
1985-05-11,58,13078000
1985-05-21,76,13078000
1985-06-02,34,13078000
1985-06-11,17,13078000
1985-06-20,12,13078000
1985-07-02,10,13078000
1985-07-15,14,13078000
1985-07-30,9.4,13078000
1985-08-08,18,13078000
1985-08-19,11,13078000
1985-08-31,9.2,13078000
1985-09-12,10,13078000
1985-09-23,9.6,13078000
1985-10-06,11,13078000
1985-10-24,14,13078000
1985-11-08,15,13078000
1985-11-28,19,13078000
