"peak_dt","flow","site_no"
1979-12-04,75,12148000
1979-12-22,689,12148000
1980-01-01,70,12148000
1980-01-12,116,12148000
1980-01-20,270,12148000
1980-02-08,395,12148000
1980-02-20,82,12148000
1980-03-04,224,12148000
1980-03-17,67,12148000
1980-03-27,97,12148000
1980-04-10,167,12148000
1980-04-20,534,12148000
1980-04-29,215,12148000
1980-05-12,80,12148000
1980-06-02,182,12148000
1980-06-28,94,12148000
1980-09-21,76,12148000
1980-10-27,70,12148000
1980-11-22,839,12148000
1980-12-02,719,12148000
1980-12-16,343,12148000
1980-12-26,748,12148000
1981-02-18,712,12148000
1981-03-01,79,12148000
1981-03-23,75,12148000
1981-03-31,88,12148000
1981-04-08,89,12148000
1981-04-29,1130,12148000
1981-05-08,128,12148000
1981-05-17,99,12148000
1981-05-26,179,12148000
1981-06-09,370,12148000
1981-06-19,456,12148000
1981-09-22,67,12148000
1981-10-06,83,12148000
1981-11-03,72,12148000
1981-11-22,69,12148000
1981-12-01,80,12148000
1981-12-10,84,12148000
1981-12-19,255,12148000
1982-01-04,80,12148000
1982-01-16,100,12148000
1982-01-26,800,12148000
1982-02-15,1630,12148000
1982-02-27,662,12148000
1982-03-11,680,12148000
1982-03-26,67,12148000
1982-04-04,66,12148000
1982-05-22,194,12148000
1982-05-31,112,12148000
1982-06-19,78,12148000
1982-11-03,69,12148000
1982-11-17,78,12148000
1982-12-08,686,12148000
1983-01-10,854,12148000
1983-01-19,686,12148000
1983-01-27,73,12148000
1983-02-13,67,12148000
1983-02-24,73,12148000
1983-03-09,78,12148000
1983-03-29,75,12148000
1983-04-11,67,12148000
1983-07-14,360,12148000
1983-09-09,66,12148000
1983-09-19,127,12148000
1983-10-02,81,12148000
1983-11-03,83,12148000
1983-11-17,626,12148000
1983-11-27,76,12148000
1983-12-14,83,12148000
1984-01-05,752,12148000
1984-01-25,728,12148000
1984-02-12,86,12148000
1984-02-21,78,12148000
1984-03-05,81,12148000
1984-03-20,75,12148000
1984-03-28,67,12148000
1984-04-07,67,12148000
1984-04-16,110,12148000
1984-05-03,153,12148000
1984-05-14,278,12148000
1984-05-27,566,12148000
1984-06-09,400,12148000
1984-06-22,135,12148000
1984-06-30,101,12148000
1984-11-03,72,12148000
1984-11-11,74,12148000
1984-11-20,72.3,12148000
1984-11-29,522,12148000
1984-12-13,472,12148000
1984-12-28,340,12148000
1985-01-06,67.2,12148000
1985-01-15,74.3,12148000
1985-02-24,75.9,12148000
1985-03-04,82.9,12148000
1985-03-30,76,12148000
1985-04-11,66,12148000
1985-04-28,535,12148000
1985-05-18,221,12148000
1985-05-30,191,12148000
1985-06-08,872,12148000
1985-10-16,76.1,12148000
1985-10-25,107,12148000
1985-11-07,754,12148000
1985-11-16,109,12148000
1985-11-24,72,12148000
1985-12-07,74.1,12148000
1986-01-06,85.8,12148000
1986-01-18,105,12148000
1986-01-30,68.5,12148000
1986-02-15,67.7,12148000
1986-03-02,339,12148000
1986-03-19,75.4,12148000
1986-03-30,75.4,12148000
1986-04-25,67.6,12148000
1986-05-03,76.7,12148000
1986-05-14,490,12148000
1986-05-27,141,12148000
1986-07-17,72.6,12148000
1986-09-29,77.3,12148000
1986-10-26,78.9,12148000
1986-11-05,90.6,12148000
1986-11-16,74.8,12148000
1986-11-27,669,12148000
1986-12-31,685,12148000
1987-02-04,659,12148000
1987-03-05,672,12148000
1987-04-17,65.8,12148000
1988-01-14,69,12148000
1988-02-09,66,12148000
1988-03-26,95,12148000
1988-04-07,760,12148000
1988-04-17,343,12148000
1988-05-14,364,12148000
1988-06-03,266,12148000
1988-06-11,90,12148000
1988-09-27,81,12148000
1988-10-16,152,12148000
1988-10-30,70,12148000
1988-11-10,713,12148000
1988-11-22,112,12148000
1988-12-07,691,12148000
1988-12-19,74,12148000
1989-01-01,380,12148000
1989-01-09,695,12148000
1989-01-26,518,12148000
1989-02-22,69,12148000
1989-03-06,566,12148000
1989-03-14,77,12148000
1989-03-28,89,12148000
1989-04-05,591,12148000
1989-04-15,296,12148000
1989-05-07,270,12148000
1989-05-17,136,12148000
