"TMP","APCP","ASNOW","ARAIN","SNOM","SOILM5","WEASD","date"
-14.7724560328892,0,0,0,0.00915075231481481,321.525611271934,79.4153439153439,"1979-01-02"
-8.51287480510732,1.38711536742707,1.38713469328704,0,0,321.310776483445,80.6838624338624,"1979-01-03"
-6.03171739124116,0.0125105819275613,0.0125041335978836,0,0,321.093478328967,80.526455026455,"1979-01-04"
-10.7839638291213,0.0116529098352191,0.0116528707837302,0,0,320.878331825216,80.3128306878307,"1979-01-05"
-12.9163888951458,0,0,0,0,320.664553445483,79.9047619047619,"1979-01-06"
-14.4473809338121,0,0,0,0,320.44938901871,79.4616402116402,"1979-01-07"
-12.4409038452875,0,0,0,0,320.233776677853,78.9490740740741,"1979-01-08"
-7.27236105399157,17.2819687222678,17.2819281684028,0,0.0141162367724868,320.025454566592,95.8425925925926,"1979-01-09"
-5.60167774069246,22.9198566668879,22.9198860289559,0,0.422886439732143,319.859721592494,118.11044973545,"1979-01-10"
-0.670394625002272,31.0879547482445,22.9956510029142,8.09215242900546,9.82373692749669,325.234078382058,139.660052910053,"1979-01-11"
-3.53826717977171,4.89920581017852,4.21484988580936,0.684407552083333,1.24264574807788,329.791389747902,142.416005291005,"1979-01-12"
-10.1065474767534,0,0,0,0,329.658985602162,142.386904761905,"1979-01-13"
-9.95608241217477,2.12575819063439,2.12577278904183,0,0,329.441830508923,144.283068783069,"1979-01-14"
-5.8712764946872,8.99943014427468,8.99939094018684,0,0.0262354290674603,329.224953787667,153.160052910053,"1979-01-15"
-6.82305557639511,4.49450948503282,4.49443514384921,0,0,329.026906492849,157.660052910053,"1979-01-16"
-11.2200925716017,0.000876190479618138,0.000862888558201058,0,0,328.80705737563,157.617724867725,"1979-01-17"
-9.04628737262948,4.14901114014721,4.14902782944775,0,0,328.587238937459,161.603835978836,"1979-01-18"
-8.88942449307316,0,0,0,0,328.367562995386,161.531746031746,"1979-01-19"
-5.16674162344958,0,0,0,0.302111428881448,328.172394606171,161.38955026455,"1979-01-20"
-5.40010360435203,0.0354857134617983,0.0354908130787037,0,0.131244962177579,328.2351309963,161.256613756614,"1979-01-21"
-10.2685824071289,0.107541796371893,0.107535548941799,0,0,328.104891176577,160.926587301587,"1979-01-22"
-12.3555423393451,0,0,0,0,327.884564031369,160.723544973545,"1979-01-23"
-10.5156613203584,1.76875449866845,1.76878591063161,0,0,327.664952030888,162.265211640212,"1979-01-24"
-10.2454275857835,2.0480878312121,2.0480640552662,0,0,327.443864126054,164.20171957672,"1979-01-25"
-12.9525814207773,0.265768259448349,0.265777426421958,0,0,327.223186674572,164.210978835979,"1979-01-26"
